fila,subfila,columna,subcolumna,valor
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,007 Irlanda,Total modo transporte,"1680,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,007 Irlanda,Total modo transporte,"26180,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,007 Irlanda,Total modo transporte,"58178,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,007 Irlanda,Total modo transporte,"44297,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,007 Irlanda,Total modo transporte,"469894,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,007 Irlanda,3  Carretera,"693900,15"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,007 Irlanda,3  Carretera,"93670,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,007 Irlanda,3  Carretera,"1680,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,007 Irlanda,3  Carretera,"26180,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,007 Irlanda,3  Carretera,"58178,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,007 Irlanda,3  Carretera,"44297,95"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,007 Irlanda,3  Carretera,"469894,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,008 Dinamarca,Total modo transporte,"3452218,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,008 Dinamarca,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,008 Dinamarca,Total modo transporte,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,008 Dinamarca,Total modo transporte,"332420,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,008 Dinamarca,Total modo transporte,"916765,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,008 Dinamarca,Total modo transporte,"1675510,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,008 Dinamarca,Total modo transporte,"527523,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,008 Dinamarca,1  Marítimo,"1428153,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,008 Dinamarca,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,008 Dinamarca,1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,008 Dinamarca,1  Marítimo,"45760,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,008 Dinamarca,1  Marítimo,"216555,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,008 Dinamarca,1  Marítimo,"777615,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,008 Dinamarca,1  Marítimo,"388223,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,008 Dinamarca,3  Carretera,"2024065,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,008 Dinamarca,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,008 Dinamarca,3  Carretera,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,008 Dinamarca,3  Carretera,"286660,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,008 Dinamarca,3  Carretera,"700210,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,008 Dinamarca,3  Carretera,"897895,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,008 Dinamarca,3  Carretera,"139300,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,009 Grecia,Total modo transporte,"26800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,009 Grecia,Total modo transporte,"1500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,009 Grecia,Total modo transporte,"2500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,009 Grecia,Total modo transporte,"4000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,009 Grecia,Total modo transporte,"5200,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,009 Grecia,Total modo transporte,"3000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,009 Grecia,Total modo transporte,"10600,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,009 Grecia,3  Carretera,"26800,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,009 Grecia,3  Carretera,"1500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,009 Grecia,3  Carretera,"2500,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,009 Grecia,3  Carretera,"4000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,009 Grecia,3  Carretera,"5200,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,009 Grecia,3  Carretera,"3000,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,009 Grecia,3  Carretera,"10600,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),Total modo transporte,"38559621,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,010 Portugal (d.01/01/86),Total modo transporte,"14124954,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,010 Portugal (d.01/01/86),Total modo transporte,"6585922,55"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,010 Portugal (d.01/01/86),Total modo transporte,"5830600,65"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,010 Portugal (d.01/01/86),Total modo transporte,"6401775,77"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,010 Portugal (d.01/01/86),Total modo transporte,"3557658,51"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,010 Portugal (d.01/01/86),Total modo transporte,"2058709,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,010 Portugal (d.01/01/86),3  Carretera,"38559621,06"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,010 Portugal (d.01/01/86),3  Carretera,"14124954,04"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,010 Portugal (d.01/01/86),3  Carretera,"6585922,55"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,010 Portugal (d.01/01/86),3  Carretera,"5830600,65"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,010 Portugal (d.01/01/86),3  Carretera,"6401775,77"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,010 Portugal (d.01/01/86),3  Carretera,"3557658,51"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,010 Portugal (d.01/01/86),3  Carretera,"2058709,54"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),Total modo transporte,"7521690,75"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,017 Bélgica (d.01/01/99),Total modo transporte,"51150,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,017 Bélgica (d.01/01/99),Total modo transporte,"26888,20"
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,017 Bélgica (d.01/01/99),Total modo transporte,"2297,40"
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,017 Bélgica (d.01/01/99),Total modo transporte,"193792,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Mayo de 2014,017 Bélgica (d.01/01/99),Total modo transporte,"2392933,02"
"0541 PATATAS, FRESCAS O REFRIGERADA",Junio de 2014,017 Bélgica (d.01/01/99),Total modo transporte,"4854630,13"
"0541 PATATAS, FRESCAS O REFRIGERADA",Total seleccionado,017 Bélgica (d.01/01/99),1  Marítimo,"40320,00"
"0541 PATATAS, FRESCAS O REFRIGERADA",Enero de 2014,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Febrero de 2014,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Marzo de 2014,017 Bélgica (d.01/01/99),1  Marítimo,
"0541 PATATAS, FRESCAS O REFRIGERADA",Abril de 2014,017 Bélgica (d.01/01/99),1  Marítimo,
