,producto,fecha,pais,transporte,kg
457,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-02-01 00:00:00, Israel, Marítimo,81000.0
458,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-04-01 00:00:00, Israel, Marítimo,4239000.0
459,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-03-01 00:00:00, Israel, Marítimo,567000.0
460,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-05-01 00:00:00, Israel, Marítimo,432000.0
461,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-06-01 00:00:00, Israel, Marítimo,810000.0
36,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Francia, Carretera,66503500.49
37,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Francia, Carretera,39170807.17
38,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Francia, Carretera,24835685.27
39,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Francia, Carretera,17328109.62
40,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Francia, Carretera,9572493.75
41,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Francia, Carretera,5914037.45
50,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Países Bajos, Marítimo,44000.0
51,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Países Bajos, Marítimo,47150.0
52,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Países Bajos, Marítimo,162500.0
53,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Países Bajos, Marítimo,0.0
54,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Países Bajos, Marítimo,0.0
55,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Países Bajos, Marítimo,0.0
57,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Países Bajos, Carretera,9462763.92
58,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Países Bajos, Carretera,3618402.73
59,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Países Bajos, Carretera,519952.89
60,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Países Bajos, Carretera,197697.4
61,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Países Bajos, Carretera,515718.2
62,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Países Bajos, Carretera,3866062.87
71,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Alemania, Marítimo,14520.0
72,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Alemania, Marítimo,150.0
73,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Alemania, Marítimo,260000.0
74,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Alemania, Marítimo,90130.0
75,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Alemania, Marítimo,160067.5
76,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Alemania, Marítimo,180000.0
78,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Alemania, Carretera,704756.25
79,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Alemania, Carretera,63973.0
80,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Alemania, Carretera,64935.0
81,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Alemania, Carretera,48565.62
82,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Alemania, Carretera,424.0
83,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Alemania, Carretera,68071.0
92,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Italia, Carretera,1277.0
93,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Italia, Carretera,2626.0
94,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Italia, Carretera,9394.3
95,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Italia, Carretera,0.0
96,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Italia, Carretera,2634.76
97,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Italia, Carretera,0.0
106,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Reino Unido, Marítimo,11488785.38
107,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Reino Unido, Marítimo,10379366.0
108,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Reino Unido, Marítimo,10272951.0
109,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Reino Unido, Marítimo,4747874.0
110,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Reino Unido, Marítimo,954326.0
111,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Reino Unido, Marítimo,206708.0
113,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Reino Unido, Carretera,640530.0
114,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Reino Unido, Carretera,722686.1
115,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Reino Unido, Carretera,577994.68
116,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Reino Unido, Carretera,46976.2
117,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Reino Unido, Carretera,39039.6
118,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Reino Unido, Carretera,107377.9
120,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Reino Unido, Aire,0.0
121,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Reino Unido, Aire,0.0
122,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Reino Unido, Aire,0.0
123,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Reino Unido, Aire,43.0
124,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Reino Unido, Aire,0.0
125,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Reino Unido, Aire,0.0
134,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Irlanda, Carretera,2000.0
135,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Irlanda, Carretera,0.0
136,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Irlanda, Carretera,0.0
137,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Irlanda, Carretera,0.0
138,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Irlanda, Carretera,0.0
139,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Irlanda, Carretera,0.0
148,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Dinamarca, Marítimo,665966.0
149,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Dinamarca, Marítimo,363113.0
150,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Dinamarca, Marítimo,587500.0
151,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Dinamarca, Marítimo,325215.0
152,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Dinamarca, Marítimo,0.0
153,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Dinamarca, Marítimo,0.0
155,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Dinamarca, Carretera,44000.0
156,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Dinamarca, Carretera,271000.0
157,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Dinamarca, Carretera,24640.0
158,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Dinamarca, Carretera,0.0
159,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Dinamarca, Carretera,0.0
160,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Dinamarca, Carretera,27600.0
169,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Portugal (d.01/01/86), Carretera,796775.0
170,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Portugal (d.01/01/86), Carretera,452375.92
171,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Portugal (d.01/01/86), Carretera,50432.0
172,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Portugal (d.01/01/86), Carretera,170501.05
173,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Portugal (d.01/01/86), Carretera,199470.8
174,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Portugal (d.01/01/86), Carretera,4115813.06
183,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
184,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
185,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
186,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
187,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Bélgica (d.01/01/99), Marítimo,1800.0
188,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Bélgica (d.01/01/99), Marítimo,0.0
190,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Bélgica (d.01/01/99), Carretera,991617.0
191,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Bélgica (d.01/01/99), Carretera,1055979.0
192,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Bélgica (d.01/01/99), Carretera,52767.0
193,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Bélgica (d.01/01/99), Carretera,289526.0
194,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Bélgica (d.01/01/99), Carretera,164425.0
195,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Bélgica (d.01/01/99), Carretera,743716.0
204,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,100050.0
205,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,293730.0
206,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,275600.0
207,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,425000.0
208,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,75000.0
209,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Luxemburgo (d.01/01/99), Carretera,0.0
218,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Suecia, Marítimo,53000.0
219,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Suecia, Marítimo,25000.0
220,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Suecia, Marítimo,75000.0
221,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Suecia, Marítimo,0.0
222,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Suecia, Marítimo,0.0
223,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Suecia, Marítimo,0.0
225,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Suecia, Carretera,11.0
226,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Suecia, Carretera,0.0
227,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Suecia, Carretera,16.0
228,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Suecia, Carretera,43.0
229,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Suecia, Carretera,81.0
230,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Suecia, Carretera,20.0
239,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Malta, Marítimo,0.0
240,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Malta, Marítimo,13075.0
241,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Malta, Marítimo,0.0
242,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Malta, Marítimo,0.0
243,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Malta, Marítimo,0.0
244,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Malta, Marítimo,52000.0
253,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Marruecos, Marítimo,0.0
254,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Marruecos, Marítimo,0.0
255,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Marruecos, Marítimo,43200.0
256,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Marruecos, Marítimo,0.0
257,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Marruecos, Marítimo,0.0
258,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Marruecos, Marítimo,0.0
260,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Marruecos, Carretera,53510.0
261,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Marruecos, Carretera,42140.0
262,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Marruecos, Carretera,45370.0
263,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Marruecos, Carretera,46080.0
264,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Marruecos, Carretera,54950.0
265,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Marruecos, Carretera,46380.0
274,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, México, Carretera,18.0
275,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, México, Carretera,5.0
276,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, México, Carretera,23.0
277,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, México, Carretera,14.0
278,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, México, Carretera,18.0
279,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, México, Carretera,27.0
288,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Perú, Marítimo,0.0
289,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Perú, Marítimo,1213.0
290,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Perú, Marítimo,439.0
291,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Perú, Marítimo,0.0
292,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Perú, Marítimo,0.0
293,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Perú, Marítimo,416.0
295,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Perú, Aire,0.0
296,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Perú, Aire,0.0
297,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Perú, Aire,300.0
298,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Perú, Aire,0.0
299,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Perú, Aire,0.0
300,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Perú, Aire,33.0
309,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Chipre, Marítimo,0.0
310,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Chipre, Marítimo,0.0
311,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Chipre, Marítimo,28000.0
312,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Chipre, Marítimo,22600.0
313,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Chipre, Marítimo,25200.0
314,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Chipre, Marítimo,227360.0
323,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-12-01 00:00:00, Israel, Marítimo,0.0
324,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-11-01 00:00:00, Israel, Marítimo,0.0
325,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-10-01 00:00:00, Israel, Marítimo,0.0
326,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-09-01 00:00:00, Israel, Marítimo,0.0
327,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-08-01 00:00:00, Israel, Marítimo,0.0
328,"0541 PATATAS, FRESCAS O REFRIGERADA",2014-07-01 00:00:00, Israel, Marítimo,81000.0
